Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
2.01301E+11,8,otc alterations permit,1/7/2013,3011,24,121,,San Pablo,Av,,,insulate floor r19 walls and install new closets - no structural work,complete,2/14/2013,1/7/2013,1/7/2013,2/14/2013,1/7/2013,,3,3,,,1/2/2014,10200,11000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73812808123417, -122.46208145502483)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/7/2013,4173,1,2569,,03rd,St,,,revision to app#201205220941 eliminate walls and ceilings. add furring walls. enlarge door. reconfigure storefront headers.,complete,2/1/2013,1/7/2013,1/7/2013,2/1/2013,1/7/2013,,3,3,,,1/2/2014,1,1,manufacturing,0,museum,0,2,,3,constr type 3,3,constr type 3,,10,Potrero Hill,94107,"(37.75669635443027, -122.38767336255383)",1.29246E+12
M364847,8,otc alterations permit,1/7/2013,124,53,1362,,Vallejo,St,0,A,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,3,Russian Hill,94109,"(37.79747064841957, -122.41982591327532)",1.29246E+12
2.01301E+11,8,otc alterations permit,1/7/2013,3552,27,1471,,15th,St,,,"replace kitchen counter-tile bathroom and install new vanity, unit 2 only, replace windows in kind bedroom windows will be rescue/egress compliant",complete,4/3/2013,1/7/2013,1/7/2013,4/3/2013,1/7/2013,,2,2,,,1/2/2014,2800,3500,apartments,8,apartments,8,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94103,"(37.76660478619879, -122.41699679626186)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1880,29,1574,,35th,Av,,,reroofing,complete,1/18/2013,1/7/2013,1/7/2013,1/18/2013,1/7/2013,,2,2,,,1/2/2014,6880,6880,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94122,"(37.75774751126979, -122.49358561790052)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,2691,11,36,,Caselli,Av,,,reroofing,complete,2/22/2013,1/7/2013,1/7/2013,2/22/2013,1/7/2013,,3,3,,,1/2/2014,6800,6800,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.759983430822835, -122.44020635865216)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,2691,11,38,,Caselli,Av,0,,reroofing,complete,2/22/2013,1/7/2013,1/7/2013,2/22/2013,1/7/2013,,3,3,,,1/2/2014,6800,6800,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.759983430822835, -122.44020635865216)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,3788,12,178,,Townsend,St,,,"fire alarm for new restaurant-2 ansul, 2 make up air with duct detectors & horns & strobes. ti pa# 2012-0723-5461",complete,2/12/2013,1/7/2013,1/7/2013,2/12/2013,1/7/2013,,2,6,,Y,1/2/2014,5800,5800,office,0,food/beverage hndlng,94,2,,3,constr type 3,1,constr type 1,,6,Financial District/South Beach,94107,"(37.779734543368434, -122.39251096042491)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,3076,55,141,,Terrace,Dr,,,"revision to app#201211134011. convert closet(formerly for elevator) to laundry, add electrical, plumbing and ducting.",complete,5/6/2013,1/7/2013,1/8/2013,5/6/2013,1/8/2013,,2,2,,,1/3/2014,2000,2000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73697687480461, -122.4642937858161)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,224,56,10,,Miller,Pl,1202,,"unit #1202-remove & replace kitchen cabinets face, new sink & faucet. new counter top.",complete,2/26/2013,1/7/2013,1/7/2013,2/26/2013,1/7/2013,,20,20,,,1/2/2014,2500,2500,apartments,42,apartments,42,0,,1,constr type 1,1,constr type 1,,3,Chinatown,94108,"(37.79322760148683, -122.40891022042716)",1.29247E+11
M364867,8,otc alterations permit,1/7/2013,251,12,1262,,Pine,St,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79039549824972, -122.41662615110641)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,248,6,1109,,Leavenworth,St,,,to obtain final inspection for work approved under pa 200707056040; all work is complete,complete,1/10/2013,1/7/2013,1/7/2013,1/10/2013,1/7/2013,,4,4,,,1/2/2014,1,1,apartments,4,apartments,4,0,,2,constr type 2,2,constr type 2,,3,Nob Hill,94109,"(37.79154209913759, -122.41617969561771)",1.29247E+12
2.01301E+11,8,otc alterations permit,1/7/2013,248,6,1123,,Leavenworth,St,,,to obtain final inspection for work approved under pa 200707056040; all work is complete,complete,1/10/2013,1/7/2013,1/7/2013,1/10/2013,1/7/2013,,4,4,,,1/2/2014,1,1,apartments,4,apartments,4,0,,2,constr type 2,2,constr type 2,,3,Nob Hill,94109,"(37.79154209913759, -122.41617969561771)",1.29247E+12
2.01301E+11,3,additions alterations or repairs,1/7/2013,1305,17,50,,27th,Av,,,horizontal addition to existing building.,issued,12/6/2013,1/7/2013,12/6/2013,,10/7/2016,Y,2,2,,,12/1/2014,65000,87045.45,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,2,Seacliff,94121,"(37.78821915379437, -122.48730418718762)",1.29248E+11
M364868,8,otc alterations permit,1/7/2013,260,10,300,,Montgomery,St,,,street space permit,filed,1/7/2013,1/7/2013,,,,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94104,"(37.79239434026865, -122.40234898182203)",1.29248E+11
M364869,8,otc alterations permit,1/7/2013,718,14,951,,Ofarrell,St,,,street space permit,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,6,Tenderloin,94109,"(37.784602313302, -122.42036523211597)",1.29248E+11
2.01301E+11,8,otc alterations permit,1/7/2013,267,10,114,,Sansome,St,0,,11th floor:fire sprinkler t.i. add 4 sprinklers. relocate 1 sprinkler. ref. app#201212196531,complete,4/26/2013,1/7/2013,1/7/2013,4/26/2013,1/7/2013,,14,14,,Y,1/2/2014,2573,2573,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79149951604435, -122.4004503136859)",1.29248E+12
M364870,8,otc alterations permit,1/7/2013,3608,7,970,,Valencia,St,,,street space permit,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,8,Mission,94110,"(37.75735843812048, -122.42149642723595)",1.29248E+12
M364870,8,otc alterations permit,1/7/2013,3608,8,978,,Valencia,St,,,street space permit,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,8,Mission,94110,"(37.75726533104318, -122.4214875114484)",1.29248E+12
M364871,8,otc alterations permit,1/7/2013,1444,018A,4800,,Geary,Bl,,,street space permit,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,1,Inner Richmond,94118,"(37.78096556340037, -122.47090079065491)",1.29248E+11
2.01301E+11,8,otc alterations permit,1/7/2013,2777,9,3851,,Market,St,,,remodel (e) kitchen & two bathroom in kind. see floor plan for location. (lower unit),complete,3/29/2013,1/7/2013,1/17/2013,3/29/2013,1/17/2013,,3,3,,,1/12/2014,18000,30000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,8,Twin Peaks,94131,"(37.753003145801266, -122.44234516545879)",1.29248E+12
2.01301E+11,8,otc alterations permit,1/7/2013,6331,17,225,,Brookdale,Av,,,construct one full bath room & an alcove area.  all work at ground floor.,complete,3/28/2013,1/7/2013,1/8/2013,3/28/2013,1/8/2013,,2,2,,,1/3/2014,10000,15000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,10,Visitacion Valley,94134,"(37.710377439759185, -122.42268688927673)",1.29248E+12
2.01301E+11,8,otc alterations permit,1/7/2013,500,20,2726,,Polk,St,,,re-roofing,complete,1/17/2013,1/7/2013,1/7/2013,1/17/2013,1/7/2013,,3,3,,,1/2/2014,7800,7800,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Russian Hill,94109,"(37.8020414361818, -122.42275591292977)",1.29248E+11
2.01301E+11,8,otc alterations permit,1/7/2013,264,4,1,,California,St,,,"22nd floor:fire sprinkler t.i.  relocate 14 sprinklers add 2 sprinkler, plug 2 outlets. ref app#201211073744.",issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,32,32,,Y,1/2/2014,8233,8233,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79312060864542, -122.39698170721115)",1.29249E+11
M364872,8,otc alterations permit,1/7/2013,1082,17,2613,,Post,St,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94115,"(37.78341282924273, -122.44534117115424)",1.29249E+11
2.01301E+11,8,otc alterations permit,1/7/2013,2989B,31,115,,West Portal,Av,,,commercial tenant improvement for bank office new limited financial use. new storefront door for accessible entry. no changes to structural or egress systems,complete,4/16/2013,1/7/2013,1/14/2013,4/16/2013,1/14/2013,,1,1,,,1/9/2014,13000,13000,retail sales,0,lending institution,0,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73933462122619, -122.46698030785119)",1.29249E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1737,8,1200,,14th,Av,0,,"unit #208-kitchen & bathroom remodeling with gas washer & dryer. lighting to comply with cec 150k, 8-10 no change to exhaust system",complete,2/13/2013,1/7/2013,1/7/2013,2/13/2013,1/7/2013,,4,4,,,1/2/2014,30000,30000,apartments,27,apartments,27,2,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76543875391003, -122.47145311919323)",1.29249E+12
M364873,8,otc alterations permit,1/7/2013,90,16,1932,,Mason,St,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,3,Chinatown,94133,"(37.80142230367511, -122.41253174969127)",1.29249E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1131,008B,77,,Almaden,Ct,,,reroofing,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,2,2,,,1/2/2014,5800,5800,1 family dwelling,2,1 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,1,Lone Mountain/USF,94118,"(37.77966091008443, -122.45805959290905)",1.29249E+11
2.01301E+11,8,otc alterations permit,1/7/2013,1737,12,1241,,Funston,Av,0,,"unit #208-kitchen & bathroom remodeling with gas washer & dryer. lighting to comply with cec 150k, 8-10 no change to exhaust system",complete,2/4/2013,1/7/2013,1/7/2013,2/4/2013,1/7/2013,,3,3,,,1/2/2014,30000,30000,apartments,24,apartments,24,2,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76490756547621, -122.47099793527758)",1.29249E+12
2.01301E+11,8,otc alterations permit,1/7/2013,3574,90,3153,,17th,St,,,upgrade restaurant space w/ plumbing work & to comply w/ dph codes.,withdrawn,2/6/2013,1/7/2013,,,,,2,2,,,,22000,0,food/beverage hndlng,0,food/beverage hndlng,0,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.763388768137084, -122.41644730123167)",1.29249E+12
M364874,8,otc alterations permit,1/7/2013,42,22,2450,,Taylor,St,,,add address as 2450 taylor st to lot 022.,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,267.24,,,,,,,,,,,,3,North Beach,94133,"(37.805048961209444, -122.41433499091222)",1.29249E+12
2.01301E+11,8,otc alterations permit,1/7/2013,5431A,001F,200,,Paul,Av,,,revision to consist of reconfiguration of the new entrance into the data center and relocation of one crac unit. ref app#201202174415,complete,5/16/2017,1/7/2013,1/9/2013,5/16/2017,1/9/2013,,5,5,,,1/4/2014,1,1,office,0,office,0,2,,1,constr type 1,1,constr type 1,,10,Bayview Hunters Point,94124,"(37.72499948568571, -122.39725383241543)",1.29249E+12
M364875,8,otc alterations permit,1/7/2013,954,31,2732,,Vallejo,St,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94123,"(37.794576601442486, -122.44246568903057)",1.2925E+12
2.01301E+11,8,otc alterations permit,1/7/2013,6756,11,2,,Monterey,Bl,0,,reroofing,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,3,3,,,1/2/2014,16000,16000,apartments,5,apartments,5,0,,5,wood frame (5),5,wood frame (5),,8,West of Twin Peaks,94131,"(37.73253891297199, -122.43473721699242)",1.2925E+12
M364876,8,otc alterations permit,1/7/2013,832,8,250,,Oak,St,,,street space and sidewalk repair,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,5,Hayes Valley,94102,"(37.77517122291803, -122.42347680674646)",1.2925E+12
2.01301E+11,8,otc alterations permit,1/7/2013,830,29,511,,Fell,St,0,,reroofing,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,2,2,,,1/2/2014,4200,4200,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,5,Hayes Valley,94102,"(37.775286877158834, -122.42632181638396)",1.2925E+12
M364887,8,otc alterations permit,1/7/2013,543,10,1830,,Green,St,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.79719627688741, -122.42937453611637)",1.2925E+11
2.01301E+11,8,otc alterations permit,1/7/2013,3706,95,55,,04th,St,,,relocate 2 pendents & 1 sidewall in room 2848ti #2012-09-27-0830,complete,4/1/2013,1/7/2013,1/7/2013,4/1/2013,1/7/2013,,39,39,,Y,1/2/2014,1542,1500,tourist hotel/motel,1500,tourist hotel/motel,1500,2,,1,constr type 1,1,constr type 1,,,,,,1.2925E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1532,45,4801,,Geary,Bl,201,,reroofing,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,4,4,,,1/2/2014,22800,22800,apartments,14,apartments,14,0,,5,wood frame (5),5,wood frame (5),,1,Inner Richmond,94118,"(37.78040883937301, -122.47094721660986)",1.2925E+12
M364890,8,otc alterations permit,1/7/2013,567,83,1998,,Broadway,,1006,,street space,issued,1/8/2013,1/7/2013,1/8/2013,,1/8/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94123,"(37.79527593461796, -122.42978781779114)",1.2925E+11
M364888,8,otc alterations permit,1/7/2013,288,30,130,,Sutter,St,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94108,"(37.79023037771259, -122.40307285498847)",1.2925E+11
2.01301E+11,8,otc alterations permit,1/7/2013,3722,270,188,,Minna,St,23,F,"23rd floor/unit# 23f-relocate 8 fire sprinklers, 7 relocated & 1 added. ti app#201207124659",complete,1/17/2013,1/7/2013,1/7/2013,1/17/2013,1/7/2013,,40,40,,Y,1/2/2014,5000,5000,apartments,100,apartments,100,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.78629133183689, -122.40137518147121)",1.29251E+12
M364907,8,otc alterations permit,1/7/2013,1760,15,1359,,05th,Av,,,street space,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,5,Inner Sunset,94122,"(37.76310937445078, -122.46228216127388)",1.29251E+12
2.01301E+11,8,otc alterations permit,1/7/2013,348,17,255,,Golden Gate,Av,,,"ti work to modify the sprinkler system to existing fire sprinkler system per nfpa 13.re-route piping in basement and under mezzanine to conceal it, installing 59 sprinklers.",complete,3/21/2013,1/7/2013,1/7/2013,3/21/2013,1/7/2013,,1,1,,Y,1/2/2014,20000,20000,office,0,office,0,2,,3,constr type 3,3,constr type 3,,6,Tenderloin,94102,"(37.78151681516742, -122.41475318855504)",1.29251E+11
2.01301E+11,8,otc alterations permit,1/7/2013,2977,18,145,,Claremont,Bl,,,"replacement of (e) spiral stair installed under pa#8604224, replace in kind.",complete,5/16/2013,1/7/2013,1/10/2013,5/16/2013,1/10/2013,,2,2,,,1/5/2014,2000,10000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.74226183459146, -122.46363262947666)",1.29251E+12
2.01301E+11,8,otc alterations permit,1/7/2013,7049,24,230,,Lakeview,Av,,,voluntary seismic strengthening new concrete stem wall extension voluntary frame strengthening.,complete,4/19/2013,1/7/2013,1/8/2013,4/19/2013,1/8/2013,,2,2,,,1/3/2014,12000,18000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,"(37.71743198926495, -122.45222015685597)",1.29251E+12
2.01301E+11,8,otc alterations permit,1/7/2013,3702,54,1155,,Market,St,,,add new strobes and speakers. repalce all strobes in tenant area. ref#201211264820/4818,complete,4/28/2014,1/7/2013,1/7/2013,4/28/2014,1/7/2013,,11,11,,Y,1/2/2014,7000,7000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,South of Market,94103,"(37.779222586914074, -122.41340900261038)",1.29251E+12
2.01405E+11,8,otc alterations permit,5/15/2014,1225,20,1778,,Page,St,,,"shingle roof repair 2 squares (10'x21'), repair dry rot at front, repair rotten siding at rear, exterior wall (10'x12') above & below, repair dry rot wood on rear stairs less than 50%, mid-level window, 2 door replacement @ inteior, no change to layout.",issued,5/15/2014,5/15/2014,5/15/2014,,5/15/2014,,3,3,,,5/10/2015,5000,5000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.77080667971202, -122.45001725473058)",1.3421E+12
2.01301E+11,3,additions alterations or repairs,1/7/2013,2354,9,1508,,Taraval,St,,,"construct(n)2x4 studs partitions w/gypsm brd sidings. install (n) suspended ceiling w/metal frames & 24""x24' ceiling brd. construct(n)unisex accessible toilet, install plmg connect to(e). install(n)elec wall outlets & lighting. install(n)heating/ventilating system for ""cafe"" area & unisex toilet.",complete,12/29/2014,1/7/2013,3/25/2014,12/29/2014,3/25/2014,,2,2,,,3/9/2017,55000,150000,retail sales,2,food/beverage hndlng,2,2,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.74300192357243, -122.48241533044312)",1.29251E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1293,001A,26,,Twin Peaks,Bl,,,install new kitchen cabinets.  add to existing pa# 201209079259. revision.,complete,1/16/2013,1/7/2013,1/7/2013,1/16/2013,1/7/2013,,3,3,,,1/2/2014,2000,5000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94117,"(37.760569022180796, -122.44693565918345)",1.29251E+11
M364927,8,otc alterations permit,1/7/2013,142,1,855,,Battery,St,,,street space w/mta,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,1,,,,,,,,,,,,3,Financial District/South Beach,94111,"(37.79902048646466, -122.40149903280596)",1.29251E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1769,43,1310,,15th,Av,,,remodel 2 master bedrooms with full bathroom at 2nd flr and 3rd flr,complete,3/28/2013,1/7/2013,1/7/2013,3/28/2013,1/7/2013,,2,2,,,1/2/2014,7500,18000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76348682800685, -122.47247663200882)",1.29251E+12
M364928,8,otc alterations permit,1/7/2013,3610,29,2417,,Mission,St,,,streetspace,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,,,,,,,0,,,,,,,,,,,,9,Mission,94110,"(37.758437281733734, -122.41867831944431)",1.29252E+12
2.01301E+11,8,otc alterations permit,1/7/2013,1769,43,1312,,15th,Av,,,remodel 2 master bedrooms with full bathroom at 2nd flr and 3rd flr,complete,3/28/2013,1/7/2013,1/7/2013,3/28/2013,1/7/2013,,2,2,,,1/2/2014,7500,18000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76348682800685, -122.47247663200882)",1.29252E+12
2.01301E+11,8,otc alterations permit,1/7/2013,303,16,861,,Post,St,,,unit #9.  bathroom & kitchen remodel.,issued,1/7/2013,1/7/2013,1/7/2013,,1/7/2013,,4,4,,,1/2/2014,16000,25000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94109,"(37.78704499640834, -122.41594835434451)",1.29252E+11
2.01301E+11,3,additions alterations or repairs,1/7/2013,292,2,1,,Montgomery,St,,,"fire alarm t.i. to 16 & 17th fl. 2 booster panels, 19 smokes, 10 duct smokes, 4 control relays, 69 strobes, 95 speakers. demo existing devices & provide new. as built plans are required. t.i. pa# 2012/11/13/3997.",issued,2/12/2013,1/7/2013,2/12/2013,,2/12/2013,,38,38,,Y,2/7/2014,79000,79000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.789249548794615, -122.40241859589881)",1.29252E+11
